symbol,event_date,t0_date,category,reason,p0,ret_T1,bench_T1,car_T1,ret_T5,bench_T5,car_T5,ret_T21,bench_T21,car_T21,ret_T63,bench_T63,car_T63
TSCO,2014-01-23,2014-01-23,addition,Life Technologies acquired by Thermo Fisher Scientific Inc,12.12,-2.2277,-2.1364,-0.0914,-6.1056,-1.9488,-4.1568,-6.8482,1.1586,-8.0068,-6.9307,3.2079,-10.1386
GMCR,2014-03-21,2014-03-21,addition,Market capitalization changes,112.0,-5.4643,-0.4124,-5.0519,-3.4375,-0.3862,-3.0513,-11.9018,0.9033,-12.805,8.7679,5.7337,3.0341
ESS,2014-04-01,2014-04-01,addition,Market capitalization changes,121.0,-0.9752,0.3367,-1.3119,-2.5207,-1.6768,-0.8439,0.3967,0.0388,0.3578,7.4793,5.1664,2.313
CLF,2014-04-01,2014-04-01,removal,Market capitalization changes,18.38,2.0131,0.3367,1.6764,4.1349,-1.6768,5.8117,-11.9151,0.0388,-11.954,-24.4287,5.1664,-29.5951
GOOG,2014-04-03,2014-04-03,addition,Annual Re-ranking,28.28,-4.703,-1.1824,-3.5206,-5.0919,-2.9011,-2.1909,-7.355,-0.1098,-7.2452,2.6167,5.576,-2.9593
NAVI,2014-05-01,2014-05-01,addition,Navient Spun off from SLM,10.11,-0.2967,-0.1424,-0.1544,-3.2641,-0.343,-2.9211,-7.0227,2.4269,-9.4496,2.1761,3.0223,-0.8462
SLM,2014-05-01,2014-05-01,removal,Navient Spun off from SLM,7.92,-0.5051,-0.1424,-0.3627,-2.1465,-0.343,-1.8035,-3.5354,2.4269,-5.9622,-1.7677,3.0223,-4.7899
AVGO,2014-05-07,2014-05-07,addition,Avago acquires LSI,5.01,1.7964,-0.1103,1.9067,2.5948,0.6227,1.9721,7.1856,3.9894,3.1963,5.5888,2.718,2.8709
LSI,2014-05-07,2014-05-07,removal,Avago acquires LSI,35.680138,-0.6804,-0.1103,-0.5701,-1.5308,0.6227,-2.1535,2.5252,3.9894,-1.4642,1.7053,2.718,-1.0127
XEC,2014-06-20,2014-06-20,addition,Market capitalization changes,141.31,0.5591,-0.031,0.59,1.0544,-0.0619,1.1163,3.1986,1.1514,2.0472,-5.4773,2.9095,-8.3868
IGT,2014-06-20,2014-06-20,removal,Market capitalization changes,10.53,0.5698,-0.031,0.6008,0.7597,-0.0619,0.8216,7.1225,1.1514,5.9711,5.4131,2.9095,2.5036
AMG,2014-06-30,2014-06-30,addition,Actavis acquires Forest Laboratories,198.83,-0.0553,0.6693,-0.7246,0.1459,0.2665,-0.1206,0.0352,0.6445,-0.6093,-2.228,1.4006,-3.6286
MLM,2014-07-01,2014-07-01,addition,Market capitalization changes,120.3,-3.7406,0.0985,-3.8391,-3.2003,0.0431,-3.2434,-5.8853,-2.0007,-3.8845,-2.02,0.4617,-2.4817
X,2014-07-01,2014-07-01,removal,Market capitalization changes,23.84,3.6074,0.0985,3.5089,4.2366,0.0431,4.1935,28.8171,-2.0007,30.8179,50.8389,0.4617,50.3772
DISCK,2014-08-06,2014-08-06,addition,Class C share distribution,40.61,-2.0438,-0.5431,-1.5007,0.8126,1.4398,-0.6272,4.9741,4.7048,0.2694,-17.8281,5.1721,-23.0002
URI,2014-09-19,2014-09-19,addition,Market cap changes,113.02,-1.5838,-0.776,-0.8078,-3.5923,-1.3956,-2.1967,-10.8742,-5.1853,-5.6889,-13.6525,3.0257,-16.6782
UHS,2014-09-19,2014-09-19,addition,Market cap changes
,108.76,-0.6528,-0.776,0.1232,-4.3031,-1.3956,-2.9075,-7.9165,-5.1853,-2.7312,-3.641,3.0257,-6.6668
GHC,2014-09-19,2014-09-19,removal,Market cap changes
,392.31,-2.34,-0.776,-1.564,-4.0886,-1.3956,-2.693,-1.2694,-5.1853,3.9159,23.8485,3.0257,20.8227
JBL,2014-11-04,2014-11-04,removal,Market cap changes,18.91,1.1105,0.6365,0.474,1.2692,1.5492,-0.28,-0.5288,3.2785,-3.8073,2.3268,3.0803,-0.7535
RCL,2014-12-04,2014-12-04,addition,Market cap changes,67.85,1.1791,0.1628,1.0163,0.7369,-1.6686,2.4055,6.1901,-3.2442,9.4343,2.9182,0.8895,2.0287
HCA,2015-01-26,2015-01-26,addition,Safeway acquired by private equity consortium,68.11,-0.7928,-1.3208,0.528,-3.8614,-1.7182,-2.1432,-2.7749,3.0098,-5.7847,4.6249,3.0448,1.58
ENDP,2015-01-26,2015-01-26,addition,Covidien acquired by Medtronic,79.15,0.7328,-1.3208,2.0536,1.8572,-1.7182,3.5754,7.6311,3.0098,4.6213,14.5167,3.0448,11.4719
SWKS,2015-03-11,2015-03-11,addition,PetSmart acquired by private equity consortium,74.28,0.727,1.2682,-0.5412,5.3446,2.9122,2.4325,8.0775,3.1646,4.9129,14.6204,3.6167,11.0036
HSIC,2015-03-17,2015-03-17,addition,Carefusion acquired by Becton Dickinson,54.25098,0.5963,1.2009,-0.6046,1.6842,0.8603,0.824,1.3878,1.6109,-0.223,2.7975,1.5531,1.2443
AAL,2015-03-20,2015-03-20,addition,Allergan acquired by Actavis (and changed name to Allergan).,52.939835,-2.439,-0.1932,-2.2459,-5.5596,-2.2157,-3.3439,-7.891,-0.3806,-7.5103,-25.3135,0.6817,-25.9952
EQIX,2015-03-20,2015-03-20,addition,Market Capitalization Changes.,185.88,-0.1237,-0.1932,0.0694,-3.8573,-2.2157,-1.6417,2.0228,-0.3806,2.4034,10.6736,0.6817,9.9918
HBI,2015-03-20,2015-03-20,addition,Market Capitalization Changes.
,26.181631,0.1463,-0.1932,0.3394,-0.9362,-2.2157,1.2794,-0.8485,-0.3806,-0.4678,-0.8881,0.6817,-1.5699
SLG,2015-03-20,2015-03-20,addition,Market Capitalization Changes.
,77.26,-0.4271,-0.1932,-0.234,-4.2325,-2.2157,-2.0168,-3.9477,-0.3806,-3.5671,-13.5128,0.6817,-14.1946
NBR,2015-03-20,2015-03-20,removal,Market Capitalization Changes.
,576.064758,0.1521,-0.1932,0.3453,1.1407,-2.2157,3.3563,9.2776,-0.3806,9.6582,7.3599,0.6817,6.6781
O,2015-04-06,2015-04-06,addition,Market capitalization change.,29.8,0.2013,-0.2646,0.4659,-2.8523,0.6039,-3.4562,-8.5235,0.5119,-9.0354,-8.0201,-0.0518,-7.9684
QRVO,2015-06-11,2015-06-11,addition,Lorillard gets acquired.,82.0,1.8415,-0.7625,2.604,3.2317,0.5479,2.6838,-6.5732,-0.3954,-6.1778,-34.1707,-7.0041,-27.1667
JBHT,2015-06-30,2015-06-30,addition,Integrys taken over.,74.32,0.9553,0.7975,0.1579,0.1884,-0.6414,0.8298,3.1351,2.4097,0.7254,-12.352,-8.1422,-4.2098
ATI,2015-07-01,2015-07-01,removal,Spin off of Columbia Pipeline.,29.148018,-1.8924,-0.0917,-1.8007,-6.8725,-1.2498,-5.6227,-29.2165,1.4504,-30.6669,-52.4977,-7.1662,-45.3315
AAP,2015-07-08,2015-07-08,addition,Family Dollar acquired.,141.21,1.2959,0.1803,1.1156,5.2971,2.972,2.3251,7.9669,1.8669,6.0999,19.4887,-2.7917,22.2804
PYPL,2015-07-17,2015-07-17,addition,PayPal Spun off by eBay,38.3,5.4308,0.0504,5.3804,-3.6292,-2.1106,-1.5186,0.8877,-0.8902,1.7779,-9.8172,-4.2716,-5.5456
SIG,2015-07-28,2015-07-28,addition,DirecTV acquired by AT&T.,98.38,0.7522,0.6876,0.0646,0.7319,0.0227,0.7091,0.5286,-7.1035,7.632,22.4842,-0.5967,23.0809
ATVI,2015-08-28,2015-08-28,addition,Pall taken over,27.645411,-2.0192,-0.8059,-1.2133,-3.833,-3.3548,-0.4782,4.9281,-5.1098,10.038,27.447,5.7068,21.7402
UAL,2015-09-02,2015-09-02,addition,Hospira taken over,57.29,-0.0698,0.0731,-0.1429,-0.6807,0.2252,-0.906,-9.6526,0.3105,-9.9631,1.0822,7.2685,-6.1863
NWS,2015-09-18,2015-09-18,addition,Share class methodology change
,11.39,0.5268,0.5147,0.0121,0.2634,-1.332,1.5954,15.101,4.0506,11.0503,7.1993,4.8135,2.3858
FOX,2015-09-18,2015-09-18,addition,Share class methodology change
,24.04,0.6656,0.5147,0.1509,-1.7055,-1.332,-0.3734,12.2712,4.0506,8.2206,6.822,4.8135,2.0084
VRSK,2015-10-07,2015-10-07,addition,Market capitalization change.,77.52,0.5805,0.908,-0.3275,-2.3607,-0.0593,-2.3013,-14.7188,5.3887,-20.1075,-9.7652,-2.1068,-7.6584
JOY,2015-10-07,2015-10-07,removal,Market capitalization change.,17.07,8.4359,0.908,7.5278,0.9373,-0.0593,0.9967,3.6907,5.3887,-1.698,-41.8278,-2.1068,-39.7209
HPE,2015-11-02,2015-11-02,addition,HPQ spins off HPE,6.41,-0.936,0.2925,-1.2285,-2.0281,-1.0969,-0.9312,3.1201,-0.8831,4.0032,-7.4883,-8.533,1.0447
SYF,2015-11-17,2015-11-17,addition,GE spinning off Synchrony Financial,24.42,3.276,1.5838,1.6922,2.457,1.8833,0.5737,-1.8837,-0.2995,-1.5842,-12.4898,-6.0013,-6.4885
GNW,2015-11-17,2015-11-17,removal,GE spinning off Synchrony Financial,4.63,1.9438,1.5838,0.36,10.1512,1.8833,8.2679,-21.3823,-0.2995,-21.0828,-58.3153,-6.0013,-52.3141
ILMN,2015-11-18,2015-11-18,addition,Sigma-Aldrich acquired by Merck KGaA (MKGAY),171.46,-1.5047,-0.085,-1.4197,2.2862,0.2835,2.0028,3.1261,-3.6002,6.7263,-13.3209,-6.1288,-7.1921
CSRA,2015-11-30,2015-11-30,addition,CSC spins off CSRA,30.462315,-2.9832,0.9527,-3.9358,-9.14,-0.1644,-8.9755,-5.2682,-0.7372,-4.531,-17.846,-4.0771,-13.7689
CHD,2015-12-28,2015-12-28,addition,ALTR taken over by INTC,37.43,1.0687,1.0663,0.0024,-2.9923,-1.8803,-1.1119,-4.4082,-7.848,3.4397,8.3623,0.9115,7.4508
WTW,2016-01-04,2016-01-04,addition,WSH merges with TW (and renames to WLTW),108.89,0.6888,0.1639,0.5249,-8.0081,-4.4359,-3.5722,-8.7428,-4.8397,-3.9031,-8.3479,2.1009,-10.4488
FOSL,2016-01-04,2016-01-04,removal,WSH merges with TW (and renames to WLTW),34.29,-2.6538,0.1639,-2.8177,-10.6153,-4.4359,-6.1795,-1.3707,-4.8397,3.469,18.5185,2.1009,16.4176
