symbol_a,symbol_b,correlation,sector,industry_a,industry_b,same_industry,mktcap_a_bn,mktcap_b_bn,mktcap_ratio,common_days
HFWA,WSFS,0.8161,Financial Services,Banks - Regional,Banks - Regional,True,1.08,3.0,2.79,749
NBTB,WSFS,0.8161,Financial Services,Banks - Regional,Banks - Regional,True,2.25,3.0,1.33,749
EXG,JOBBX,0.8161,Financial Services,Asset Management - Income,Asset Management,False,2.83,8.67,3.06,749
BANF,FRME,0.8161,Financial Services,Banks - Regional,Banks - Regional,True,3.53,2.16,1.63,749
CATY,PEBO,0.8161,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.05,3.12,749
HIW,VNO,0.8161,Real Estate,REIT - Office,REIT - Office,True,3.25,8.01,2.47,749
UBSI,WABC,0.816,Financial Services,Banks - Regional,Banks - Regional,True,5.39,1.19,4.54,749
CBSH,UBSI,0.816,Financial Services,Banks - Regional,Banks - Regional,True,7.27,5.39,1.35,749
PB,UCBI,0.816,Financial Services,Banks - Regional,Banks - Regional,True,6.53,3.66,1.79,395
HFWA,TOWN,0.816,Financial Services,Banks - Regional,Banks - Regional,True,1.08,2.56,2.38,749
ABCB,VBTX,0.816,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.48,3.44,679
INN,PK,0.816,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.02,2.91,2.86,749
CFG,ONB,0.8159,Financial Services,Banks - Regional,Banks - Regional,True,25.2,8.65,2.91,749
PNFP,SSB,0.8159,Financial Services,Banks - Regional,Banks - Regional,True,7.34,9.42,1.28,749
FFBC,OCFC,0.8159,Financial Services,Banks - Regional,Banks - Regional,True,2.37,1.03,2.3,749
WAFD,WSFS,0.8158,Financial Services,Banks - Regional,Banks - Regional,True,2.43,3.0,1.24,749
FBK,UCBI,0.8158,Financial Services,Banks - Regional,Banks - Regional,True,2.97,3.66,1.23,395
EXG,SMTAX,0.8158,Financial Services,Asset Management - Income,Asset Management,False,2.83,3.52,1.24,749
LEN,NVR,0.8157,Consumer Cyclical,Residential Construction,Residential Construction,True,33.57,21.15,1.59,749
CSQ,ETV,0.8157,Financial Services,Asset Management,Asset Management,True,3.1,1.68,1.84,749
BBT,FFIN,0.8157,Financial Services,Asset Management,Banks - Regional,False,2.31,4.27,1.85,749
KEY,USB,0.8157,Financial Services,Banks - Regional,Banks - Regional,True,22.6,82.97,3.67,749
BKU,WTFC,0.8157,Financial Services,Banks - Regional,Banks - Regional,True,3.39,9.36,2.76,749
BY,INDB,0.8156,Financial Services,Banks - Regional,Banks - Regional,True,1.31,3.61,2.77,749
PK,XHR,0.8156,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,2.91,1.51,1.92,749
HOPE,NBHC,0.8155,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.45,1.03,749
OZK,SSB,0.8155,Financial Services,Banks - Regional,Banks - Regional,True,5.08,9.42,1.85,749
FCF,QCRH,0.8155,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.41,1.23,749
BANR,SASR,0.8155,Financial Services,Banks - Regional,Banks - Regional,True,2.14,1.52,1.41,538
DCOM,SBCF,0.8155,Financial Services,Banks - Regional,Banks - Regional,True,1.3,2.77,2.14,749
CUZ,SLG,0.8155,Real Estate,REIT - Office,REIT - Office,True,4.7,3.23,1.45,749
NAD,NVG,0.8154,Financial Services,Asset Management - Income,Asset Management - Income,True,2.8,2.68,1.04,749
CADE,FFBC,0.8154,Financial Services,Banks - Regional,Banks - Regional,True,8.06,2.37,3.39,749
NEA,NVG,0.8154,Financial Services,Asset Management - Income,Asset Management - Income,True,3.48,2.68,1.3,749
FBP,FFBC,0.8154,Financial Services,Banks - Regional,Banks - Regional,True,3.32,2.37,1.4,749
OZK,UCB,0.8154,Financial Services,Banks - Regional,Banks - Regional,True,5.08,3.8,1.34,749
NWBI,PFC,0.8154,Financial Services,Banks - Regional,Banks - Regional,True,1.76,1.15,1.53,517
HOMB,STEL,0.8154,Financial Services,Banks - Regional,Banks - Regional,True,5.47,1.6,3.42,749
ASG,CSQ,0.8153,Financial Services,Asset Management,Asset Management,True,1.0,3.1,3.08,749
LBAI,SFNC,0.8153,Financial Services,Banks - Regional,Banks - Regional,True,1.14,2.7,2.37,334
INN,XHR,0.8153,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.02,1.51,1.48,749
CNOB,TRST,0.8152,Financial Services,Banks - Regional,Banks - Regional,True,1.32,1.02,1.29,749
ASB,BOKF,0.8152,Financial Services,Banks - Regional,Banks - Regional,True,4.25,7.22,1.7,749
HOMB,WSBC,0.8152,Financial Services,Banks - Regional,Banks - Regional,True,5.47,2.98,1.84,749
EFSC,FFBC,0.8152,Financial Services,Banks - Regional,Banks - Regional,True,2.11,2.37,1.13,749
BHLB,EBC,0.8152,Financial Services,Banks - Regional,Banks - Regional,True,2.32,3.97,1.71,646
HFWA,HWC,0.8152,Financial Services,Banks - Regional,Banks - Regional,True,1.08,5.3,4.92,749
CNOB,TOWN,0.8152,Financial Services,Banks - Regional,Banks - Regional,True,1.32,2.56,1.94,749
FIBK,PNFP,0.8152,Financial Services,Banks - Regional,Banks - Regional,True,3.34,7.34,2.2,749
IBOC,NBTB,0.8151,Financial Services,Banks - Regional,Banks - Regional,True,3.93,2.25,1.74,749
AUB,PFS,0.8151,Financial Services,Banks - Regional,Banks - Regional,True,5.0,2.58,1.94,749
PPBI,SBCF,0.8151,Financial Services,Banks - Regional,Banks - Regional,True,2.36,2.77,1.18,645
BHLB,PEBO,0.8151,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.05,2.21,646
IBTX,RNST,0.8151,Financial Services,Banks - Regional,Banks - Regional,True,2.1,2.12,1.01,479
BANR,PFS,0.8151,Financial Services,Banks - Regional,Banks - Regional,True,2.14,2.58,1.2,749
GABC,WSFS,0.815,Financial Services,Banks - Regional,Banks - Regional,True,1.44,3.0,2.08,749
BBT,DCOM,0.8149,Financial Services,Asset Management,Banks - Regional,False,2.31,1.3,1.78,749
CVBF,FULT,0.8149,Financial Services,Banks - Regional,Banks - Regional,True,2.56,3.54,1.38,749
BBT,GBCI,0.8149,Financial Services,Asset Management,Banks - Regional,False,2.31,5.72,2.48,749
CBU,PEBO,0.8149,Financial Services,Banks - Regional,Banks - Regional,True,3.22,1.05,3.07,749
MUR,SM,0.8148,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,4.47,4.45,1.01,749
NBHC,UBSI,0.8148,Financial Services,Banks - Regional,Banks - Regional,True,1.45,5.39,3.72,749
BBT,HFWA,0.8148,Financial Services,Asset Management,Banks - Regional,False,2.31,1.08,2.14,749
BBT,FULT,0.8148,Financial Services,Asset Management,Banks - Regional,False,2.31,3.54,1.54,749
FRME,STEL,0.8148,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.6,1.35,749
GBCI,WSFS,0.8148,Financial Services,Banks - Regional,Banks - Regional,True,5.72,3.0,1.91,749
CBU,SSB,0.8147,Financial Services,Banks - Regional,Banks - Regional,True,3.22,9.42,2.92,749
STBA,WABC,0.8147,Financial Services,Banks - Regional,Banks - Regional,True,1.52,1.19,1.28,749
BUSE,LBAI,0.8147,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.14,1.86,334
OCFC,STBA,0.8147,Financial Services,Banks - Regional,Banks - Regional,True,1.03,1.52,1.47,749
UBSI,VLY,0.8147,Financial Services,Banks - Regional,Banks - Regional,True,5.39,6.54,1.21,749
FFIN,TOWN,0.8147,Financial Services,Banks - Regional,Banks - Regional,True,4.27,2.56,1.67,749
CATY,UMBF,0.8147,Financial Services,Banks - Regional,Banks - Regional,True,3.28,8.73,2.67,749
AUB,PPBI,0.8146,Financial Services,Banks - Regional,Banks - Regional,True,5.0,2.36,2.12,645
CBU,UCBI,0.8146,Financial Services,Banks - Regional,Banks - Regional,True,3.22,3.66,1.14,395
FHB,PPBI,0.8146,Financial Services,Banks - Regional,Banks - Regional,True,3.31,2.36,1.41,645
FBK,NBTB,0.8146,Financial Services,Banks - Regional,Banks - Regional,True,2.97,2.25,1.32,749
FBNC,HWC,0.8146,Financial Services,Banks - Regional,Banks - Regional,True,2.1,5.3,2.52,749
CFR,EWBC,0.8146,Financial Services,Banks - Regional,Banks - Diversified,False,8.11,15.54,1.92,749
FFIN,TCBI,0.8145,Financial Services,Banks - Regional,Banks - Regional,True,4.27,4.08,1.05,749
BY,FNB,0.8145,Financial Services,Banks - Regional,Banks - Regional,True,1.31,6.14,4.7,749
HWC,SASR,0.8145,Financial Services,Banks - Regional,Banks - Regional,True,5.3,1.52,3.49,538
ASB,TOWN,0.8145,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.56,1.66,749
CMA,FITB,0.8145,Financial Services,Banks - Regional,Banks - Regional,True,11.47,31.1,2.71,749
OZK,UBSI,0.8145,Financial Services,Banks - Regional,Banks - Regional,True,5.08,5.39,1.06,749
PNFP,UMBF,0.8145,Financial Services,Banks - Regional,Banks - Regional,True,7.34,8.73,1.19,749
HFWA,NWBI,0.8144,Financial Services,Banks - Regional,Banks - Regional,True,1.08,1.76,1.64,749
SASR,TRMK,0.8144,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.35,1.55,538
GBCI,SFNC,0.8144,Financial Services,Banks - Regional,Banks - Regional,True,5.72,2.7,2.12,749
CBU,FULT,0.8144,Financial Services,Banks - Regional,Banks - Regional,True,3.22,3.54,1.1,749
BUSE,FBP,0.8144,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.32,1.56,749
PEBO,PFS,0.8144,Financial Services,Banks - Regional,Banks - Regional,True,1.05,2.58,2.46,749
SASR,WSBC,0.8144,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.98,1.96,538
NBHC,UCBI,0.8144,Financial Services,Banks - Regional,Banks - Regional,True,1.45,3.66,2.52,395
BBT,EFSC,0.8144,Financial Services,Asset Management,Banks - Regional,False,2.31,2.11,1.09,749
RLJ,SHO,0.8144,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.56,2.39,1.53,749
PFC,TRST,0.8143,Financial Services,Banks - Regional,Banks - Regional,True,1.15,1.02,1.12,517
ABCB,HTLF,0.8143,Financial Services,Banks - Regional,Banks - Regional,True,5.08,1.79,2.84,498
TRMK,UCBI,0.8143,Financial Services,Banks - Regional,Banks - Regional,True,2.35,3.66,1.56,395
FIBK,HFWA,0.8142,Financial Services,Banks - Regional,Banks - Regional,True,3.34,1.08,3.11,749
BXMX,ETV,0.8142,Financial Services,Asset Management - Income,Asset Management,False,1.46,1.68,1.15,749
FBP,FULT,0.8142,Financial Services,Banks - Regional,Banks - Regional,True,3.32,3.54,1.07,749
LBAI,WSBC,0.8142,Financial Services,Banks - Regional,Banks - Regional,True,1.14,2.98,2.62,334
RVT,WBSNX,0.8141,Financial Services,Asset Management,Asset Management,True,1.86,1.38,1.35,749
BUSE,WTFC,0.8141,Financial Services,Banks - Regional,Banks - Regional,True,2.12,9.36,4.42,749
HFWA,UCBI,0.8141,Financial Services,Banks - Regional,Banks - Regional,True,1.08,3.66,3.4,395
IBTX,PFS,0.8141,Financial Services,Banks - Regional,Banks - Regional,True,2.1,2.58,1.23,479
CATY,EBC,0.8141,Financial Services,Banks - Regional,Banks - Regional,True,3.28,3.97,1.21,749
FULT,WAFD,0.8141,Financial Services,Banks - Regional,Banks - Regional,True,3.54,2.43,1.46,749
ONB,RF,0.814,Financial Services,Banks - Regional,Banks - Regional,True,8.65,23.71,2.74,749
HSSIX,MTB,0.814,Financial Services,Asset Management,Banks - Regional,False,85.38,32.9,2.59,749
HWC,NBTB,0.814,Financial Services,Banks - Regional,Banks - Regional,True,5.3,2.25,2.35,749
CNOB,CVBF,0.814,Financial Services,Banks - Regional,Banks - Regional,True,1.32,2.56,1.94,749
BBT,CBU,0.814,Financial Services,Asset Management,Banks - Regional,False,2.31,3.22,1.4,749
MTB,PNFP,0.814,Financial Services,Banks - Regional,Banks - Regional,True,32.9,7.34,4.48,749
CTBI,FULT,0.814,Financial Services,Banks - Regional,Banks - Regional,True,1.02,3.54,3.48,749
CATY,EFSC,0.8139,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.11,1.56,749
CADE,HBAN,0.8139,Financial Services,Banks - Regional,Banks - Regional,True,8.06,25.66,3.18,749
ETW,JTSSX,0.8139,Financial Services,Asset Management - Global,Asset Management,False,1.22,2.45,2.01,749
QCRH,SFNC,0.8139,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.7,1.92,749
MTB,WTFC,0.8138,Financial Services,Banks - Regional,Banks - Regional,True,32.9,9.36,3.51,749
FLCSX,GAM,0.8138,Financial Services,Asset Management,Asset Management,True,4.29,1.24,3.46,749
BBT,TRMK,0.8138,Financial Services,Asset Management,Banks - Regional,False,2.31,2.35,1.02,749
CHCO,CTBI,0.8138,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.02,1.69,749
EWBC,HWC,0.8138,Financial Services,Banks - Diversified,Banks - Regional,False,15.54,5.3,2.94,749
SNV,UMBF,0.8137,Financial Services,Banks - Regional,Banks - Regional,True,7.39,8.73,1.18,728
IBOC,SFNC,0.8137,Financial Services,Banks - Regional,Banks - Regional,True,3.93,2.7,1.46,749
CADE,PNFP,0.8137,Financial Services,Banks - Regional,Banks - Regional,True,8.06,7.34,1.1,749
