symbol,event_date,surprise_raw,category,quintile,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
181710.KS,2014-08-07,-79.77,negative,Q1,-0.076023,0.004072,-0.080095,0.040936,0.010846,0.030089,0.149123,0.005298,0.143825,-0.005848,-0.034755,0.028907
071050.KS,2014-08-13,-70.0,negative,Q1,-0.007376,-0.00489,-0.002486,-0.003161,-0.00316,-1e-06,0.14647,-0.007503,0.153973,0.16333,-0.046699,0.210029
006260.KS,2014-08-13,-53.47,negative,Q2,-0.01776,-0.00489,-0.012869,-0.04235,-0.00316,-0.03919,-0.030055,-0.007503,-0.022552,-0.189891,-0.046699,-0.143192
001800.KS,2014-08-14,-6.29,negative,Q3,-0.006445,0.008772,-0.015217,-0.031149,0.00378,-0.034929,-0.049409,0.000336,-0.049745,0.004297,-0.046315,0.050611
005300.KS,2014-08-14,-72.68,negative,Q1,-0.01738,0.008772,-0.026152,-0.040553,0.00378,-0.044332,-0.050356,0.000336,-0.050693,-0.267825,-0.046315,-0.221511
042660.KS,2014-08-14,-81.35,negative,Q1,0.0,0.008772,-0.008772,-0.073922,0.00378,-0.077702,-0.051335,0.000336,-0.051671,-0.13963,-0.046315,-0.093316
003550.KS,2014-08-14,3.77,positive,Q4,0.008633,0.008772,-0.000139,0.011511,0.00378,0.007731,0.030216,0.000336,0.02988,-0.079137,-0.046315,-0.032822
111770.KS,2014-08-14,-7.1,negative,Q3,0.023576,0.008772,0.014804,0.072692,0.00378,0.068912,0.155206,0.000336,0.15487,0.119843,-0.046315,0.166158
020000.KS,2014-08-29,-44.64,negative,Q2,0.036508,-0.007873,0.044381,0.001587,-0.016297,0.017884,0.04127,-0.048103,0.089373,0.020635,-0.039292,0.059927
033780.KS,2014-10-16,29.12,positive,Q4,0.014024,0.015468,-0.001445,-0.015103,0.013169,-0.028272,-0.015103,0.022608,-0.03771,-0.143808,0.001031,-0.14484
051910.KS,2014-10-20,-28.84,negative,Q2,0.0,0.011325,-0.011325,-0.015464,0.00543,-0.020894,0.046392,0.026936,0.019456,-0.048969,0.003107,-0.052076
010140.KS,2014-10-20,-2.41,negative,Q3,-0.004141,0.011325,-0.015465,-0.004141,0.00543,-0.009571,-0.028986,0.026936,-0.055922,-0.250298,0.003107,-0.253405
028050.KS,2014-10-20,-51.99,negative,Q2,0.012302,0.011325,0.000977,0.015817,0.00543,0.010387,-0.057997,0.026936,-0.084933,-0.467487,0.003107,-0.470593
011780.KS,2014-10-20,-45.68,negative,Q2,0.004022,0.011325,-0.007303,-0.006702,0.00543,-0.012132,0.060322,0.026936,0.033386,0.179625,0.003107,0.176518
034220.KS,2014-10-22,10.28,positive,Q4,0.001511,-0.003085,0.004596,-0.05136,0.014123,-0.065482,0.040785,0.017182,0.023603,0.074788,0.002299,0.07249
051900.KS,2014-10-22,-10.82,negative,Q3,-0.009836,-0.003085,-0.006751,0.032787,0.014123,0.018664,0.001639,0.017182,-0.015543,-0.005014,0.002299,-0.007313
030000.KS,2014-10-23,-20.28,negative,Q2,-0.070652,0.003261,-0.073913,-0.092391,0.020117,-0.112509,-0.043478,0.027445,-0.070923,-0.032609,0.005188,-0.037797
000210.KS,2014-10-23,-397.53,negative,Q1,0.011527,0.003261,0.008266,0.021614,0.020117,0.001496,0.096542,0.027445,0.069097,-0.226481,0.005188,-0.231669
005490.KS,2014-10-23,-53.9,negative,Q2,0.003195,0.003261,-6.6e-05,-0.022364,0.020117,-0.042482,0.017572,0.027445,-0.009873,-0.142173,0.005188,-0.14736
000660.KS,2014-10-23,7.38,positive,Q4,-0.015453,0.003261,-0.018714,0.047461,0.020117,0.027344,0.039735,0.027445,0.01229,0.065121,0.005188,0.059934
005380.KS,2014-10-23,-24.02,negative,Q2,0.02029,0.003261,0.017029,-0.014493,0.020117,-0.03461,-0.005797,0.027445,-0.033242,-0.029692,0.005188,-0.03488
010130.KS,2014-10-23,0.6,positive,Q3,0.039216,0.003261,0.035955,-0.01348,0.020117,-0.033598,0.063725,0.027445,0.036281,0.098381,0.005188,0.093193
012330.KS,2014-10-24,-4.95,negative,Q3,0.001988,-0.003256,0.005244,-0.045726,0.01087,-0.056595,-0.039761,0.024969,-0.064731,0.040871,0.010575,0.030296
011210.KS,2014-10-24,-12.65,negative,Q3,0.005319,-0.003256,0.008575,-0.101064,0.01087,-0.111934,0.00266,0.024969,-0.02231,-0.185115,0.010575,-0.19569
086790.KS,2014-10-24,9.28,positive,Q4,-0.001389,-0.003256,0.001867,0.020833,0.01087,0.009964,-0.047222,0.024969,-0.072192,-0.046801,0.010575,-0.057376
011170.KS,2014-10-24,-4.09,negative,Q3,0.01107,-0.003256,0.014326,0.04428,0.01087,0.033411,0.335793,0.024969,0.310824,0.27716,0.010575,0.266586
000270.KS,2014-10-24,-14.59,negative,Q3,-0.022181,-0.003256,-0.018926,-0.090573,0.01087,-0.101443,0.029575,0.024969,0.004605,-0.14498,0.010575,-0.155554
086280.KS,2014-10-24,-35.54,negative,Q2,-0.026882,-0.003256,-0.023626,-0.02509,0.01087,-0.035959,0.008961,0.024969,-0.016009,-0.139141,0.010575,-0.149716
105560.KS,2014-10-24,11.74,positive,Q4,0.002436,-0.003256,0.005692,0.018271,0.01087,0.007401,-0.026796,0.024969,-0.051766,-0.079172,0.010575,-0.089746
