symbol,event_date,upgrade_delta,downgrade_delta,category,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
078930.KS,2022-05-01,15,1,upgrade_large,0.012346,0.003181,0.009164,0.087542,-0.042628,0.13017,None,None,None,-0.077441,-0.111023,0.033582
139130.KS,2022-05-01,16,1,upgrade_large,0.0,0.003181,-0.003181,0.007909,-0.042628,0.050537,None,None,None,-0.145763,-0.111023,-0.03474
161890.KS,2022-05-01,20,0,upgrade_large,-0.025505,0.003181,-0.028686,-0.07864,-0.042628,-0.036012,None,None,None,-0.195537,-0.111023,-0.084514
175330.KS,2022-05-01,8,0,upgrade_large,-0.007901,0.003181,-0.011083,-0.028216,-0.042628,0.014411,None,None,None,-0.168556,-0.111023,-0.057533
005300.KS,2022-05-01,9,0,upgrade_large,-0.0025,0.003181,-0.005681,-0.04,-0.042628,0.002628,None,None,None,-0.15,-0.111023,-0.038977
005610.KS,2022-05-01,5,0,upgrade_large,-0.015351,0.003181,-0.018532,-0.092105,-0.042628,-0.049478,None,None,None,-0.12829,-0.111023,-0.017267
020000.KS,2022-05-01,8,0,upgrade_large,-0.012552,0.003181,-0.015734,0.018131,-0.042628,0.060759,None,None,None,-0.146444,-0.111023,-0.035421
033270.KS,2022-05-01,5,0,upgrade_large,0.010067,0.003181,0.006886,-0.073825,-0.042628,-0.031198,None,None,None,-0.127517,-0.111023,-0.016494
088350.KS,2022-05-01,13,2,upgrade_large,-0.005189,0.003181,-0.00837,-0.041523,-0.042628,0.001105,None,None,None,-0.254324,-0.111023,-0.143301
090430.KS,2022-05-01,8,1,upgrade_large,-0.036313,0.003181,-0.039494,-0.083799,-0.042628,-0.041171,None,None,None,-0.290503,-0.111023,-0.17948
005380.KS,2022-05-01,27,1,upgrade_large,-0.018717,0.003181,-0.021898,-0.029412,-0.042628,0.013216,None,None,None,0.056479,-0.111023,0.167502
006800.KS,2022-05-01,14,0,upgrade_large,-0.011166,0.003181,-0.014347,-0.03598,-0.042628,0.006648,None,None,None,-0.198511,-0.111023,-0.087488
007310.KS,2022-05-01,7,0,upgrade_large,-0.019355,0.003181,-0.022536,-0.035484,-0.042628,0.007144,None,None,None,-0.045161,-0.111023,0.065861
009240.KS,2022-05-01,14,1,upgrade_large,-0.019499,0.003181,-0.02268,-0.064067,-0.042628,-0.021439,None,None,None,-0.21806,-0.111023,-0.107037
023530.KS,2022-05-01,11,3,upgrade_large,-0.002116,0.003181,-0.005298,-0.002116,-0.042628,0.040511,None,None,None,-0.027513,-0.111023,0.08351
035250.KS,2022-05-01,11,1,upgrade_large,-0.009363,0.003181,-0.012544,-0.03558,-0.042628,0.007047,None,None,None,-0.041198,-0.111023,0.069824
069620.KS,2022-05-01,11,0,upgrade_large,-0.00545,0.003181,-0.008631,-0.065395,-0.042628,-0.022767,None,None,None,0.0,-0.111023,0.111023
042660.KS,2022-05-01,0,2,downgrade_cluster,-0.028791,0.003181,-0.031972,-0.071017,-0.042628,-0.02839,None,None,None,-0.216891,-0.111023,-0.105868
069260.KS,2022-05-01,8,0,upgrade_large,-0.006742,0.003181,-0.009923,0.013483,-0.042628,0.056111,None,None,None,-0.085393,-0.111023,0.025629
071050.KS,2022-05-01,11,0,upgrade_large,0.014286,0.003181,0.011105,-0.001429,-0.042628,0.041199,None,None,None,-0.117143,-0.111023,-0.00612
086280.KS,2022-05-01,24,0,upgrade_large,-0.023753,0.003181,-0.026934,-0.014252,-0.042628,0.028376,None,None,None,-0.152019,-0.111023,-0.040996
114090.KS,2022-05-01,7,0,upgrade_large,-0.019544,0.003181,-0.022725,-0.078175,-0.042628,-0.035548,None,None,None,-0.052117,-0.111023,0.058906
000070.KS,2022-05-01,2,0,upgrade_small,-0.013921,0.003181,-0.017102,-0.035963,-0.042628,0.006665,None,None,None,-0.155452,-0.111023,-0.04443
000100.KS,2022-05-01,17,0,upgrade_large,-0.006568,0.003181,-0.009749,-0.041051,-0.042628,0.001577,None,None,None,-0.068966,-0.111023,0.042057
000990.KS,2022-05-01,2,0,upgrade_small,0.011958,0.003181,0.008777,-0.047833,-0.042628,-0.005205,None,None,None,-0.344544,-0.111023,-0.233521
001800.KS,2022-05-01,7,0,upgrade_large,-0.003389,0.003181,-0.006571,-0.047458,-0.042628,-0.00483,None,None,None,0.00678,-0.111023,0.117803
003850.KS,2022-05-01,4,0,upgrade_medium,-0.015504,0.003181,-0.018685,-0.058139,-0.042628,-0.015512,None,None,None,-0.147286,-0.111023,-0.036264
005935.KS,2022-05-01,3,0,upgrade_medium,0.006711,0.003181,0.00353,-0.008389,-0.042628,0.034238,None,None,None,-0.0474,-0.111023,0.063623
012630.KS,2022-05-01,24,0,upgrade_large,0.002763,0.003181,-0.000419,0.006906,-0.042628,0.049534,None,None,None,-0.060774,-0.111023,0.050249
012750.KS,2022-05-01,10,0,upgrade_large,0.0,0.003181,-0.003181,-0.011645,-0.042628,0.030983,None,None,None,-0.097526,-0.111023,0.013497
018260.KS,2022-05-01,7,3,upgrade_large,-0.010067,0.003181,-0.013248,-0.026846,-0.042628,0.015782,None,None,None,-0.11745,-0.111023,-0.006427
081660.KS,2022-05-01,6,0,upgrade_large,-0.004658,0.003181,-0.00784,-0.071429,-0.042628,-0.028801,None,None,None,-0.068323,-0.111023,0.0427
085620.KS,2022-05-01,5,0,upgrade_large,0.0,0.003181,-0.003181,-0.025189,-0.042628,0.017439,None,None,None,-0.225441,-0.111023,-0.114418
001040.KS,2022-05-01,8,0,upgrade_large,-0.021839,0.003181,-0.02502,-0.037931,-0.042628,0.004697,None,None,None,-0.096552,-0.111023,0.014471
001740.KS,2022-05-01,5,0,upgrade_large,-0.004132,0.003181,-0.007313,-0.022726,-0.042628,0.019901,None,None,None,-0.089876,-0.111023,0.021147
002790.KS,2022-05-01,2,2,upgrade_small,-0.029527,0.003181,-0.032709,-0.104331,-0.042628,-0.061703,None,None,None,-0.295275,-0.111023,-0.184253
005830.KS,2022-05-01,21,2,upgrade_large,-0.009091,0.003181,-0.012272,-0.016667,-0.042628,0.025961,None,None,None,-0.077273,-0.111023,0.03375
009540.KS,2022-05-01,17,3,upgrade_large,-0.016358,0.003181,-0.019539,-0.034896,-0.042628,0.007731,None,None,None,-0.047983,-0.111023,0.06304
020150.KS,2022-05-01,2,0,upgrade_small,-0.007892,0.003181,-0.011073,-0.059752,-0.042628,-0.017124,None,None,None,-0.165727,-0.111023,-0.054704
030000.KS,2022-05-01,12,0,upgrade_large,0.02539,0.003181,0.022209,-0.007812,-0.042628,0.034815,None,None,None,-0.113281,-0.111023,-0.002259
047040.KS,2022-05-01,11,2,upgrade_large,-0.001479,0.003181,-0.00466,-0.047337,-0.042628,-0.00471,None,None,None,-0.22929,-0.111023,-0.118267
051600.KS,2022-05-01,15,1,upgrade_large,0.015748,0.003181,0.012567,0.019685,-0.042628,0.062313,None,None,None,0.011811,-0.111023,0.122834
082640.KS,2022-05-01,4,0,upgrade_medium,-0.008942,0.003181,-0.012123,-0.04322,-0.042628,-0.000592,None,None,None,-0.207153,-0.111023,-0.09613
096770.KS,2022-05-01,32,1,upgrade_large,-0.004914,0.003181,-0.008095,0.004914,-0.042628,0.047542,None,None,None,-0.115479,-0.111023,-0.004456
097950.KS,2022-05-01,23,0,upgrade_large,-0.033624,0.003181,-0.036805,-0.059776,-0.042628,-0.017148,None,None,None,-0.037375,-0.111023,0.073648
112610.KS,2022-05-01,2,0,upgrade_small,-0.018771,0.003181,-0.021952,-0.104096,-0.042628,-0.061468,None,None,None,-0.022184,-0.111023,0.088838
267260.KS,2022-05-01,7,0,upgrade_large,0.050218,0.003181,0.047037,0.021834,-0.042628,0.064462,None,None,None,0.187773,-0.111023,0.298795
000080.KS,2022-05-01,13,0,upgrade_large,0.009346,0.003181,0.006165,-0.021362,-0.042628,0.021266,None,None,None,-0.18024,-0.111023,-0.069218
001450.KS,2022-05-01,16,2,upgrade_large,0.004808,0.003181,0.001626,0.00641,-0.042628,0.049038,None,None,None,0.046475,-0.111023,0.157497
003540.KS,2022-05-01,2,0,upgrade_small,-0.00289,0.003181,-0.006072,-0.037572,-0.042628,0.005055,None,None,None,-0.118497,-0.111023,-0.007475
004020.KS,2022-05-01,25,0,upgrade_large,-0.012486,0.003181,-0.015667,-0.046538,-0.042628,-0.00391,None,None,None,-0.247446,-0.111023,-0.136423
